"x","y"
"1",-1,5.65130529948584
"2",-0.97979797979798,5.41020371056272
"3",-0.95959595959596,6.14784941365217
"4",-0.939393939393939,5.83133233094963
"5",-0.919191919191919,6.15480955538579
"6",-0.898989898989899,5.84215696848369
"7",-0.878787878787879,5.84331036688212
"8",-0.858585858585859,5.69393587218805
"9",-0.838383838383838,5.97106367588018
"10",-0.818181818181818,5.86262867696008
"11",-0.797979797979798,6.24127698772044
"12",-0.777777777777778,6.13057408820363
"13",-0.757575757575758,6.24746112301846
"14",-0.737373737373737,6.02059589512017
"15",-0.717171717171717,6.1322757742064
"16",-0.696969696969697,5.63634008550529
"17",-0.676767676767677,5.82808684658181
"18",-0.656565656565657,5.99722725269171
"19",-0.636363636363636,6.10534041594883
"20",-0.616161616161616,5.99199285935266
"21",-0.595959595959596,6.27058370354301
"22",-0.575757575757576,5.96623545646506
"23",-0.555555555555556,6.04008866339678
"24",-0.535353535353535,5.95918613118919
"25",-0.515151515151515,6.10898647043501
"26",-0.494949494949495,5.9408231471305
"27",-0.474747474747475,5.89820523966119
"28",-0.454545454545454,6.01356980097474
"29",-0.434343434343434,6.04442649892685
"30",-0.414141414141414,5.96250897451571
"31",-0.393939393939394,6.09465503193491
"32",-0.373737373737374,5.97145693583836
"33",-0.353535353535353,6.02548637901048
"34",-0.333333333333333,6.18098994493785
"35",-0.313131313131313,0.114753727005785
"36",-0.292929292929293,5.81026434145378
"37",-0.272727272727273,0.277087176550374
"38",-0.252525252525252,6.12759829829396
"39",-0.232323232323232,0.0379146123213085
"40",-0.212121212121212,6.10736175891035
"41",-0.191919191919192,5.90699143159897
"42",-0.171717171717172,6.24366476074501
"43",-0.151515151515151,5.87426604128203
"44",-0.131313131313131,6.14464157330091
"45",-0.111111111111111,6.27634454139512
"46",-0.0909090909090908,0.0277116578825611
"47",-0.0707070707070706,6.00028002180934
"48",-0.0505050505050504,0.0277593651014469
"49",-0.0303030303030303,5.93886030651566
"50",-0.0101010101010101,6.22020459886073
"51",0.0101010101010102,6.21509726573646
"52",0.0303030303030305,0.0765856179366825
"53",0.0505050505050506,0.0149631979505666
"54",0.0707070707070707,0.236727886947311
"55",0.0909090909090911,0.0414297199222897
"56",0.111111111111111,0.0960000553267348
"57",0.131313131313131,0.223278117252677
"58",0.151515151515152,0.307069898253333
"59",0.171717171717172,6.24381401034886
"60",0.191919191919192,6.19186919182643
"61",0.212121212121212,0.299031624301216
"62",0.232323232323232,0.113273246359123
"63",0.252525252525253,6.23806334132144
"64",0.272727272727273,0.0538826615516839
"65",0.292929292929293,0.10197107992419
"66",0.313131313131313,0.253141751120903
"67",0.333333333333333,0.125906265467725
"68",0.353535353535354,6.26760231441183
"69",0.373737373737374,0.665590690815791
"70",0.393939393939394,0.366000596237421
"71",0.414141414141414,0.0406509997038245
"72",0.434343434343434,0.391852001359119
"73",0.454545454545455,0.616730551280862
"74",0.474747474747475,0.215321348274764
"75",0.494949494949495,0.417820748877624
"76",0.515151515151515,0.0697223495045749
"77",0.535353535353535,0.60762226581597
"78",0.555555555555556,0.189927273962753
"79",0.575757575757576,0.279604227259014
"80",0.595959595959596,0.306812488152965
"81",0.616161616161616,0.271859824366292
"82",0.636363636363636,0.411925240669938
"83",0.656565656565657,0.66288357711435
"84",0.676767676767677,0.175004471747063
"85",0.696969696969697,0.350202633599575
"86",0.717171717171717,0.270575481134337
"87",0.737373737373737,0.410559313151185
"88",0.757575757575758,0.440212981775029
"89",0.777777777777778,0.537253681593434
"90",0.797979797979798,0.379243144719856
"91",0.818181818181818,0.543887293890492
"92",0.838383838383838,0.451720168338905
"93",0.858585858585859,0.399666362534029
"94",0.878787878787879,0.672578145397067
"95",0.898989898989899,0.397213782571537
"96",0.919191919191919,0.410981468103041
"97",0.939393939393939,0.319407378243834
"98",0.95959595959596,0.172759000830874
"99",0.97979797979798,0.45279243711031
"100",1,0.357119299709953
